Date,Marketplace,ASIN,SKU,Name,SalesOrganic,UnitsOrganic,Refunds,Old_Refund RefundCommission,Refund Commission,Refund Goodwill,Refund Principal,Value of returned items,Adjustment_FBAPerUnitFulfillmentFee,Commission,COMPENSATED_CLAWBACK,DigitalServicesFee,DigitalServicesFeeFBA,FBAInboundTransportationFee,FBAInboundTransportationProgramFee,FBALongTermStorageFee,FBAPerUnitFulfillmentFee,FBARemovalFee,FBAStorageFee,GiftwrapChargeback,MarketplaceFacilitatorVAT-Principal,MISSING_FROM_INBOUND,REVERSAL_REIMBURSEMENT,WAREHOUSE_DAMAGE,WAREHOUSE_LOST,EstimatedPayout,ProductCost Sales,ProductCost MissingFromInbound,GrossProfit,NetProfit,Margin,Sessions,Unit Session Percentage
2/09/2024,Amazon.co.uk,B07B67RS2W,EFG-073557-BZ,"Air Wick Fresh N Up Air Citrus Fregrance, 375ml",6.75,1.0,,,,,,,,-1.24,,,,,,,-3.11,,,,,,,,,2.4,-1.45,,0.95,0.95,14.07,28.0,3.57
2/09/2024,Amazon.co.uk,B00782AU1M,GV- H249-BZ,Hemline Bodkins Silver,4.49,1.0,,,,,,,,-0.83,,,,,,,-1.82,,,,,,,,,1.84,-1.2,,0.64,0.64,14.25,3.0,33.33
2/09/2024,Amazon.co.uk,B00BMLHUYU,GV-H260-BZ,Hemline Sewing Quilting Measuring Guide Gauge H260,4.24,1.0,,,,,,,,-0.78,,,,,,,-1.61,,,,,,,,,1.85,-0.94,,0.91,0.91,21.46,8.0,12.5
2/09/2024,Amazon.co.uk,B085P2PQFW,GV-P48609-BZ,Pony Circular Needle Set Lightweight and Flexible Knitting Pins with Attached Cable - Aluminum - 4.00mm / 60cm,6.49,1.0,,,,,,,,-1.19,,,,,,,-1.61,,,,,,,,,3.69,-1.81,,1.88,1.88,28.97,5.0,20.0
2/09/2024,Amazon.co.uk,B07DTYCSZT,CW-56125-BZ,Elegant Happy 50th Anniversary White & Gold Latex Balloons (30cm) - Perfect for Golden Jubilee Celebrations - 5 ct,4.49,1.0,,,,,,,,-0.83,,,,,,,-1.82,,,,,,,,,1.84,-1.18,,0.66,0.66,14.7,14.0,7.14
3/09/2024,Amazon.co.uk,B0063G4M3G,GV-H414.99-BZ,"HEMLINE Safety PINS 50PK H414.99,Black,23mm, 19mm",31.84,8.0,,,,,,,,-5.84,,,,,,,-14.56,,,,,,,,,11.44,-8.4,,3.04,3.04,9.55,24.0,33.33
3/09/2024,Amazon.co.uk,B005SFSTKA,DT-248-BZ,"DENTTABS Teeth Cleaning Tablets with Fluorid Pack of 125 The Full-fledged Alternative to Toothpaste, Mint Vegan Plastic-Free Without preservatives. in The Original denttabs compostable Bag",40.32,6.0,,,,,,,,-3.96,,,,,,,-10.93,,,,,,,,,25.43,-16.56,,8.87,8.87,22.0,42.0,14.29
3/09/2024,Amazon.co.uk,B000XJDAPA,CCC-22KKCF05-BZ,"Kingfisher Foil Flan Dishes, Silver, Large, Pack of 6",32.45,5.0,,,,,,,,-5.95,,,,,,,-14.15,,,,,,,,,12.35,-4.25,,8.1,8.1,24.96,23.0,21.74
3/09/2024,Amazon.co.uk,B003LY660A,CW-000179-BZ,Anker Pack 10 Colour Glitter Sparkly Glue Pens Cards Scrapbook,19.95,5.0,,,,,,,,-3.65,,,,,,,-10.15,,,,,,,,,6.15,-3.5,,2.65,2.65,13.28,11.0,45.45
3/09/2024,Amazon.co.uk,B006ZXZYMA,FBA15H0VJ5LV_unexpected_item_01,"Laser 2561 Grinding Paste 110gm, red",25.88,4.0,,,,,,,,-4.76,,,,,,,-12.44,,,,,,,,,8.68,-6.24,,2.44,2.44,9.43,25.0,16.0
3/09/2024,Amazon.co.uk,B08XMV655X,CW-304003-BZ,"OakTree 3"" Badge 30th Birthday Sparkling Fizz Rose Gold Holographic",10.44,3.0,,,,,,,,-1.92,,,,,,,-4.83,,,,,,,,,3.69,-1.68,,2.01,2.01,19.25,14.0,21.43
3/09/2024,Amazon.co.uk,B0051AU9YG,GV-H699.1-BZ,Hemline Iron-On Invisible Mending Repair 40x50cm,10.88,2.0,,,,,,,,-2.0,,,,,,,-3.64,,,,,,,,,5.24,-4.16,,1.08,1.08,9.93,34.0,5.88
3/09/2024,Amazon.co.uk,B08XMWS9ZN,CW-304069-BZ,"OakTree 3"" Badge 40th Birthday Sparkling Fizz Black Gold Holographic",3.49,1.0,,,,,,,,-0.64,,,,,,,-1.61,,,,,,,,,1.24,-0.56,,0.68,0.68,19.48,14.0,7.14
3/09/2024,Amazon.co.uk,B017NILC9E,EAP-22798-BZ,Technic Pink Back Combing Brush,3.18,1.0,,,,,,,,-0.31,,,,,,,-1.82,,,,,,,,,1.05,-0.81,,0.24,0.24,7.55,106.0,0.94
3/09/2024,Amazon.co.uk,B08XMTN21V,CW-654372-BZ,"OakTree 3"" Badge 60th Birthday Sparkling Fizz Rose Gold Holographic",3.29,1.0,,,,,,,,-0.6,,,,,,,-1.61,,,,,,,,,1.08,-0.56,,0.52,0.52,15.81,5.0,20.0
3/09/2024,Amazon.co.uk,B0183J6WVK,MD-28-BO-01-BZ,Genuine BEKO Washing Machine DRAIN PUMP FILTER ASSEMBLY 2872700100,5.97,1.0,,,,,,,,-1.09,,,,,,,-3.11,,,,,,,,,1.77,-1.36,,0.41,0.41,6.87,6.0,16.67
3/09/2024,Amazon.co.uk,B0032EG140,BZ-H4160-GV,Hemline H4160 | Fabric Covered Tailor's Pressing Ham,14.99,1.0,,,,,,,,-2.75,,,,,,,-3.66,,,,,,,,,8.58,-7.28,,1.3,1.3,8.67,2.0,50.0
3/09/2024,Amazon.co.uk,B07ZJL2BYN,LM-LEMPVC19-BZ,Le Mark PINK PVC Electrical Tape 33m x 19mm,4.49,1.0,,,,,,,,-0.83,,,,,,,-2.03,,,,,,,,,1.63,-0.98,,0.65,0.65,14.48,26.0,3.85
3/09/2024,Amazon.co.uk,B00V869JC0,CW-5096-BZ,Unique Party Plastic Disposable Party Tablecloth (Black),4.4,1.0,,,,,,,,-0.8,,,,,,,-2.03,,,,,,,,,1.57,-0.6,,0.97,0.97,22.05,7.0,14.29
3/09/2024,Amazon.co.uk,B00782AU1M,GV- H249-BZ,Hemline Bodkins Silver,4.49,1.0,,,,,,,,-0.83,,,,,,,-1.82,,,,,,,,,1.84,-1.2,,0.64,0.64,14.25,2.0,50.0
3/09/2024,Amazon.co.uk,B00FEIF6V6,CW-191132-BZ,Just stationery10 piece Geometry Math Set,,,1.0,-0.12,0.6,,-3.8,,,,,,,,,,,,,,,,,,,-3.32,,,-3.32,-3.32,,,
4/09/2024,Amazon.co.uk,B07ZJL2BYN,LM-LEMPVC19-BZ,Le Mark PINK PVC Electrical Tape 33m x 19mm,40.41,9.0,,,,,,,,-7.47,,,,,,,-18.27,,,,,,,,,14.67,-8.82,,5.85,5.85,14.48,31.0,29.03
4/09/2024,Amazon.co.uk,B000XJDAPA,CCC-22KKCF05-BZ,"Kingfisher Foil Flan Dishes, Silver, Large, Pack of 6",45.43,7.0,,,,,,,,-8.33,,,,,,,-19.81,,,,,,,,,17.29,-5.95,,11.34,11.34,24.96,31.0,22.58
4/09/2024,Amazon.co.uk,B0063G4M3G,GV-H414.99-BZ,"HEMLINE Safety PINS 50PK H414.99,Black,23mm, 19mm",23.88,6.0,,,,,,,,-4.38,,,,,,,-10.92,,,,,,,,,8.58,-6.3,,2.28,2.28,9.55,24.0,25.0
4/09/2024,Amazon.co.uk,B005SFSTKA,DT-248-BZ,"DENTTABS Teeth Cleaning Tablets with Fluorid Pack of 125 The Full-fledged Alternative to Toothpaste, Mint Vegan Plastic-Free Without preservatives. in The Original denttabs compostable Bag",33.6,5.0,,,,,,,,-3.3,,,,,,,-9.12,,,,,,,,,21.18,-13.8,,7.38,7.38,21.96,24.0,20.83
4/09/2024,Amazon.co.uk,B01MR3DKI4,CRL-EB1701-BZ,CRL PROFESSIONAL GLASS & MIRROR CLEANER EB1701 600ML CRL LAURENCE,39.95,5.0,,,,,,,,-3.9,,,,,,,-16.15,,,,,,,,,19.9,-12.3,,7.6,7.6,19.02,7.0,71.43
4/09/2024,Amazon.co.uk,B006ZXZYMA,FBA15H0VJ5LV_unexpected_item_01,"Laser 2561 Grinding Paste 110gm, red",25.88,4.0,,,,,,,,-4.76,,,,,,,-12.44,,,,,,,,,8.68,-6.24,,2.44,2.44,9.43,14.0,28.57
4/09/2024,Amazon.co.uk,B003LY660A,CW-000179-BZ,Anker Pack 10 Colour Glitter Sparkly Glue Pens Cards Scrapbook,11.97,3.0,,,,,,,,-2.19,,,,,,,-6.09,,,,,,,,,3.69,-2.1,,1.59,1.59,13.28,10.0,30.0
4/09/2024,Amazon.co.uk,B01BTZTO24,GV-H708-BZ,Hemline Sequin/Lills/Bead Pins 13mm 710pcs,14.97,3.0,,,,,,,,-2.73,,,,,,,-5.47,,,,,,,,,6.77,-3.9,,2.87,2.87,19.17,20.0,15.0
4/09/2024,Amazon.co.uk,B0051AU9YG,GV-H699.1-BZ,Hemline Iron-On Invisible Mending Repair 40x50cm,10.84,2.0,,,,,,,,-2.0,,,,-0.16,,,-3.64,,,,,,,,,5.04,-4.16,,0.88,0.88,8.12,24.0,8.33
4/09/2024,Amazon.co.uk,B08XMWS9ZN,CW-304069-BZ,"OakTree 3"" Badge 40th Birthday Sparkling Fizz Black Gold Holographic",6.98,2.0,,,,,,,,-1.28,,,,,,,-3.22,,,,,,,,,2.48,-1.12,,1.36,1.36,19.48,5.0,40.0
4/09/2024,Amazon.co.uk,B08XMX3715,CW-304037-BZ,"OakTree 3"" Badge 18th Birthday Sparkling Fizz Black Gold Holographic",6.98,2.0,,,,,,,,-1.28,,,,,,,-3.22,,,,,,,,,2.48,-1.12,,1.36,1.36,19.48,9.0,22.22
4/09/2024,Amazon.co.uk,B08XMSC6HM,CW-303978-BZ,"OakTree 3"" Badge 21th Birthday Sparkling Fizz Rose Gold Holographic",6.3,2.0,,,,,,,,-1.16,,,,,,,-3.22,,,,,,,,,1.92,-1.12,,0.8,0.8,12.7,10.0,20.0
4/09/2024,Amazon.co.uk,B008IFOK5A,BH-72490-BZ,"Assorted Tap Washers To Fit 3/8 Inch, 1/2 Inch, and 3/4 Inch Pack 10",3.35,1.0,,,,,,,,-0.53,,,,,,,-1.61,,,,,,,,,1.21,-0.75,,0.46,0.46,13.73,30.0,3.33
4/09/2024,Amazon.co.uk,B07TY1JTX8,BZ-LP93923-LP,Busy Bees Glass Cutting Board by Lesser & Pavey,13.49,1.0,,,,,,,,-2.47,,,,,,,-4.68,,,,,,,,,6.34,-3.6,,2.74,2.74,20.31,25.0,4.0
4/09/2024,Amazon.co.uk,B01BL3F1J4,CW-170324-BZ,"OAKTREE UK 633124 6"" Jumbo Badge 11 Today Pink Holographic Dot",3.8,1.0,,,,,,,,-0.7,,,,,,,-1.61,,,,,,,,,1.49,-0.8,,0.69,0.69,18.16,7.0,14.29
4/09/2024,Amazon.co.uk,B006B5PAEE,EFG-071687-BZ,Wood And Laminate Surface Wipes,5.5,1.0,,,,,,,,-0.54,,,,,,,-3.17,,,,,,,,,1.79,-0.82,,0.97,0.97,17.64,3.0,33.33
4/09/2024,Amazon.co.uk,B00BMLHUYU,GV-H260-BZ,Hemline Sewing Quilting Measuring Guide Gauge H260,4.24,1.0,,,,,,,,-0.78,,,,,,,-1.61,,,,,,,,,1.85,-0.94,,0.91,0.91,21.46,8.0,12.5
4/09/2024,Amazon.co.uk,B0063G3GLU,GV-2T100C\8113-BZ,Gutermann Natural Cotton 100m Quilting Sewing Machine Sewing Thread Green - 8113,5.49,1.0,,,,,,,,-1.01,,,,,,,-1.82,,,,,,,,,2.66,-1.16,,1.5,1.5,27.32,5.0,20.0
4/09/2024,Amazon.co.uk,B0055KKY1A,GV-H677-BZ,Hemline H677 Nickel Hat Pins 90mm With Traditional Ball & Thistle Shaped Heads,4.84,1.0,,,,,,,,-0.89,,,,,,,-1.82,,,,,,,,,2.13,-1.42,,0.71,0.71,14.67,15.0,6.67
4/09/2024,Amazon.co.uk,B085P2PQFW,GV-P48609-BZ,Pony Circular Needle Set Lightweight and Flexible Knitting Pins with Attached Cable - Aluminum - 4.00mm / 60cm,6.49,1.0,,,,,,,,-1.19,,,,,,,-1.61,,,,,,,,,3.69,-1.81,,1.88,1.88,28.97,6.0,16.67
4/09/2024,Amazon.co.uk,B003X2KU5M,GV-H698\BLK-BZ,Iron-On Mending/Repair Tape 100cmx38mm: Black,,,,,,,,,,,,,,-0.19,,,,,,,,,,,,-0.19,,,-0.19,-0.19,,,
4/09/2024,Amazon.co.uk,B00CMQSS4U,GV-H273-BZ,Hemline STUFFING TOOL - FOR FILLING TEDDY BEARS ETC.,,,,,,,,,,,,,,-0.23,,,,,,,,,,,,-0.23,,,-0.23,-0.23,,,
4/09/2024,Amazon.co.uk,B08KWGDFMY,GV-N4371.4-BZ,Sew Thirsty Novelty Knitting Yarn Mug - Sewing Birthday Office Cup Drink Gift,,,,,,,,6.14,,,,,,-5.32,,,,,,,,,,,,-5.32,,,0.82,0.82,,510.0,
5/09/2024,Amazon.co.uk,B07ZJL2BYN,LM-LEMPVC19-BZ,Le Mark PINK PVC Electrical Tape 33m x 19mm,26.94,6.0,,,,,,,,-4.98,,,,,,,-12.18,,,,,,,,,9.78,-5.88,,3.9,3.9,14.48,26.0,23.08
5/09/2024,Amazon.co.uk,B0063G4M3G,GV-H414.99-BZ,"HEMLINE Safety PINS 50PK H414.99,Black,23mm, 19mm",15.92,4.0,1.0,-0.14,0.73,,-3.98,,,-2.92,,,,,,,-7.28,,,,,,,,,2.33,-4.2,,-1.87,-1.87,-11.75,22.0,18.18
5/09/2024,Amazon.co.uk,B0051AU9YG,GV-H699.1-BZ,Hemline Iron-On Invisible Mending Repair 40x50cm,16.2,3.0,,,,,,,,-3.0,,,,,,,-5.46,,,,,,,,,7.74,-6.24,,1.5,1.5,9.26,44.0,6.82
5/09/2024,Amazon.co.uk,B0063G2PV2,GV-2T100C\4403-BZ,Natural Cotton Thread 100m 4403,13.77,3.0,,,,,,,,-2.52,,,,,,,-5.47,,,,,,,,,5.78,-3.48,,2.3,2.3,16.7,3.0,100.0
5/09/2024,Amazon.co.uk,B006ZXZYMA,FBA15H0VJ5LV_unexpected_item_01,"Laser 2561 Grinding Paste 110gm, red",12.94,2.0,,,,,,,,-2.38,,,,,,,-6.22,,,,,,,6.51,,10.85,-3.12,-4.68,3.05,3.05,23.57,30.0,6.67
5/09/2024,Amazon.co.uk,B00SEC7XTW,DF-13974E-BZ,Special Mum - Grave Vase (Rose Bowl) with Butterfly and Flowers - Memorial Garden Graveside,39.76,2.0,,,,,,,,-7.3,,,,,,,-8.64,,,,,,,,,23.82,-20.4,,3.42,3.42,8.6,25.0,8.0
5/09/2024,Amazon.co.uk,B017NILC9E,EAP-22798-BZ,Technic Pink Back Combing Brush,6.3,2.0,,,,,,,,-0.62,,,,,,,-3.64,,,,,,,,,2.04,-1.62,,0.42,0.42,6.67,94.0,2.13
5/09/2024,Amazon.co.uk,B07G56VMZ5,EFG-140643-BZ,"3 x Air Wick Freshmatic Max Mediterranean Sun Refill Pack of 3, (3 x 250 ml)",35.98,2.0,,,,,,,,-6.6,,,,,,,-7.56,,,,,,,,,21.82,-15.08,,6.74,6.74,18.73,6.0,33.33
5/09/2024,Amazon.co.uk,B07B67RS2W,EFG-073557-BZ,"Air Wick Fresh N Up Air Citrus Fregrance, 375ml",13.5,2.0,,,,,,,,-2.48,,,,,,,-6.22,,,,,,,,,4.8,-2.9,,1.9,1.9,14.07,19.0,10.53
5/09/2024,Amazon.co.uk,B007OQTKJA,GV- H751-BZ,Hemline Squared Pattern Paper 751,13.0,2.0,,,,,,,,-2.38,,,,,,,-4.06,,,,,,,,,6.56,-4.64,,1.92,1.92,14.77,15.0,13.33
5/09/2024,Amazon.co.uk,B002HRM53E,GV-2T100C\0424-BZ,Natural Cotton Thread 100m 0424,9.9,2.0,,,,,,,,-1.82,,,,,,,-3.64,,,,,,,,,4.44,-2.32,,2.12,2.12,21.41,5.0,40.0
5/09/2024,Amazon.co.uk,B0BMQF47DD,MD-65-RH-145-BZ,"Russell Hobbs Iron Cartridge, Black, Standard",11.98,1.0,,,,,,,,-2.2,,,,,,,-3.28,,,,,,,,,6.5,-7.06,,-0.56,-0.56,-4.67,34.0,2.94
5/09/2024,Amazon.co.uk,B003LY660A,CW-000179-BZ,Anker Pack 10 Colour Glitter Sparkly Glue Pens Cards Scrapbook,3.99,1.0,,,,,,,,-0.73,,,,,,,-2.03,,,,,,,,,1.23,-0.7,,0.53,0.53,13.28,15.0,6.67
5/09/2024,Amazon.co.uk,B08XMWS9ZN,CW-304069-BZ,"OakTree 3"" Badge 40th Birthday Sparkling Fizz Black Gold Holographic",3.49,1.0,,,,,,,,-0.64,,,,,,,-1.61,,,,,,,,,1.24,-0.56,,0.68,0.68,19.48,,
5/09/2024,Amazon.co.uk,B0032EG140,BZ-H4160-GV,Hemline H4160 | Fabric Covered Tailor's Pressing Ham,14.99,1.0,,,,,,,,-2.75,,,,,,,-3.66,,,,,,,,,8.58,-7.28,,1.3,1.3,8.67,5.0,20.0
5/09/2024,Amazon.co.uk,B007L5U7B4,GV-2T100\396-BZ,"Gütermann Sewing Thread, Polyester, 100mtr, Lucky Green",4.75,1.0,,,,,,,,-0.88,,,,,,,-1.82,,,,,,,,,2.05,-1.11,,0.94,0.94,19.79,1.0,100.0
5/09/2024,Amazon.co.uk,B0BQN17SS4,HOM-245253-BZ,Jack Straws | House of Marbles,8.99,1.0,,,,,,,,-1.66,,,,,,,-2.83,,,,,,,,,4.5,-2.88,,1.62,1.62,18.02,9.0,11.11
5/09/2024,Amazon.co.uk,B08HJLFH25,LW-04-DG1756-BZ,Cooksmart Double Oven Gloves Heat Resistant | British Designed Heat Resistant Oven Gloves | Modern Oven Mitt & Potholder for Home Cooking | Maximum Heat Protection Kitchen Oven Gloves - Bumble Bees,,,,,,,,,,,,,,-2.4,,,,,,,,,,,,-2.4,,,-2.4,-2.4,,15.0,
6/09/2024,Amazon.co.uk,B07ZJL2BYN,LM-LEMPVC19-BZ,Le Mark PINK PVC Electrical Tape 33m x 19mm,49.39,11.0,,,,,,,,-9.13,,,,,,,-22.33,,,,,,,,,17.93,-10.78,,7.15,7.15,14.48,32.0,34.38
6/09/2024,Amazon.co.uk,B0063G4M3G,GV-H414.99-BZ,"HEMLINE Safety PINS 50PK H414.99,Black,23mm, 19mm",15.92,4.0,,,,,,,,-2.92,,,,,,,-7.28,,,,,,,,,5.72,-4.2,,1.52,1.52,9.55,18.0,22.22
6/09/2024,Amazon.co.uk,B017NILC9E,EAP-22798-BZ,Technic Pink Back Combing Brush,12.6,4.0,,,,,,,,-1.24,,,,,,,-7.28,,,,,,,,,4.08,-3.24,,0.84,0.84,6.67,106.0,3.77
6/09/2024,Amazon.co.uk,B003LY660A,CW-000179-BZ,Anker Pack 10 Colour Glitter Sparkly Glue Pens Cards Scrapbook,11.97,3.0,,,,,,,,-2.19,,,,,,,-6.09,,,,,,,,,3.69,-2.1,,1.59,1.59,13.28,4.0,75.0
6/09/2024,Amazon.co.uk,B005SFSTKA,DT-248-BZ,"DENTTABS Teeth Cleaning Tablets with Fluorid Pack of 125 The Full-fledged Alternative to Toothpaste, Mint Vegan Plastic-Free Without preservatives. in The Original denttabs compostable Bag",20.16,3.0,,,,,,,,-1.98,,,,,,,-5.46,,,,,,,,,12.72,-8.28,,4.44,4.44,22.02,33.0,12.12
6/09/2024,Amazon.co.uk,B006ZXZYMA,FBA15H0VJ5LV_unexpected_item_01,"Laser 2561 Grinding Paste 110gm, red",19.37,3.0,,,,,,,,-3.57,,,,,,,-9.33,,,,,,,,,6.47,-4.68,,1.79,1.79,9.24,33.0,9.09
6/09/2024,Amazon.co.uk,B08XMTN21V,CW-654372-BZ,"OakTree 3"" Badge 60th Birthday Sparkling Fizz Rose Gold Holographic",6.58,2.0,,,,,,,,-1.2,,,,,,,-3.22,,,,,,,,,2.16,-1.12,,1.04,1.04,15.81,6.0,33.33
6/09/2024,Amazon.co.uk,B00SEC7XTW,DF-13974E-BZ,Special Mum - Grave Vase (Rose Bowl) with Butterfly and Flowers - Memorial Garden Graveside,39.76,2.0,,,,,,,,-7.3,,,,,,,-8.64,,,,,,,,,23.82,-20.4,,3.42,3.42,8.6,44.0,4.55
6/09/2024,Amazon.co.uk,B07B67RS2W,EFG-073557-BZ,"Air Wick Fresh N Up Air Citrus Fregrance, 375ml",13.5,2.0,1.0,-0.25,1.24,,-6.75,,,-2.48,,,,,,,-6.22,,,,,,,,,-0.96,-2.9,,-3.86,-3.86,-28.59,15.0,13.33
6/09/2024,Amazon.co.uk,B0063G3GLU,GV-2T100C\8113-BZ,Gutermann Natural Cotton 100m Quilting Sewing Machine Sewing Thread Green - 8113,10.98,2.0,,,,,,,,-2.02,,,,,,,-3.64,,,,,,,,,5.32,-2.32,,3.0,3.0,27.32,3.0,66.67
6/09/2024,Amazon.co.uk,B0BQN17SS4,HOM-245253-BZ,Jack Straws | House of Marbles,17.98,2.0,,,,,,,,-3.32,,,,,,,-5.66,,,,,,,,,9.0,-5.76,,3.24,3.24,18.02,11.0,18.18
6/09/2024,Amazon.co.uk,B004E5FU8Y,GV-P15851-BZ,"Pony Gold Eye Sewing Needles for Knitters, Metal, Multi-Colour",3.49,1.0,,,,,,,,-0.64,,,,,,,-1.61,,,,,,,,,1.24,-0.56,,0.68,0.68,19.48,23.0,4.35
6/09/2024,Amazon.co.uk,B000XJDAPA,CCC-22KKCF05-BZ,"Kingfisher Foil Flan Dishes, Silver, Large, Pack of 6",6.49,1.0,,,,,,,,-1.19,,,,,,,-2.83,,,,,,,,,2.47,-0.85,,1.62,1.62,24.96,22.0,4.55
6/09/2024,Amazon.co.uk,B003N87306,GV-P34611-BZ,Pony Knitting Needle Pins 40cm,6.75,1.0,,,,,,,,-1.24,,,,,,,-3.6,,,,,,,,,1.91,-1.4,,0.51,0.51,7.56,21.0,4.76
6/09/2024,Amazon.co.uk,B07G56VMZ5,EFG-140643-BZ,"3 x Air Wick Freshmatic Max Mediterranean Sun Refill Pack of 3, (3 x 250 ml)",17.99,1.0,,,,,,,,-3.3,,,,,,,-3.78,,,,,,,,,10.91,-7.54,,3.37,3.37,18.73,7.0,14.29
6/09/2024,Amazon.co.uk,B00ACX07X0,EFG-140801-BZ,Duralex - Pack of 4 Ovenchef 10Cm Oven Ramekins,11.49,1.0,,,,,,,,-2.11,,,,,,,-3.88,,,,,,,,,5.5,-4.1,,1.4,1.4,12.18,5.0,20.0
6/09/2024,Amazon.co.uk,B00BMLHUYU,GV-H260-BZ,Hemline Sewing Quilting Measuring Guide Gauge H260,4.24,1.0,,,,,,,,-0.78,,,,,,,-1.61,,,,,,,,,1.85,-0.94,,0.91,0.91,21.46,10.0,10.0
6/09/2024,Amazon.co.uk,B08KWGDFMY,GV-N4371.4-BZ,Sew Thirsty Novelty Knitting Yarn Mug - Sewing Birthday Office Cup Drink Gift,15.25,1.0,,,,,,,,-2.8,,,,,,,-3.66,,,,,,,,,8.79,-6.14,,2.65,2.65,17.38,238.0,0.42
6/09/2024,Amazon.co.uk,B002HRM53E,GV-2T100C\0424-BZ,Natural Cotton Thread 100m 0424,4.95,1.0,,,,,,,,-0.91,,,,,,,-1.82,,,,,,,,,2.22,-1.16,,1.06,1.06,21.41,3.0,33.33
6/09/2024,Amazon.co.uk,B007L5U7B4,GV-2T100\396-BZ,"Gütermann Sewing Thread, Polyester, 100mtr, Lucky Green",4.75,1.0,,,,,,,,-0.88,,,,,,,-1.82,,,,,,,,,2.05,-1.11,,0.94,0.94,19.79,4.0,25.0
6/09/2024,Amazon.co.uk,B01DPKOUU2,HOM-220075-BZ,House of Marbles Cats Cradle Game,4.99,1.0,,,,,,,,-0.91,,,,,,,-1.82,,,,,,,,,2.26,-1.44,,0.82,0.82,16.43,3.0,33.33
6/09/2024,Amazon.co.uk,B0055KKY1A,GV-H677-BZ,Hemline H677 Nickel Hat Pins 90mm With Traditional Ball & Thistle Shaped Heads,4.83,1.0,,,,,,,,-0.89,,,,,,,-1.82,,,,,,,,,2.12,-1.42,,0.7,0.7,14.49,9.0,11.11
6/09/2024,Amazon.co.uk,B07DTYCSZT,CW-56125-BZ,Elegant Happy 50th Anniversary White & Gold Latex Balloons (30cm) - Perfect for Golden Jubilee Celebrations - 5 ct,4.49,1.0,,,,,,,,-0.83,,,,,,,-1.82,,,,,,,,,1.84,-1.18,,0.66,0.66,14.7,9.0,11.11
6/09/2024,Amazon.co.uk,B00CMQSS4U,GV-H273-BZ,Hemline STUFFING TOOL - FOR FILLING TEDDY BEARS ETC.,,,1.0,-0.18,0.91,,-4.95,,,,,,,,,,,,,,,,,,,-4.22,,,-4.22,-4.22,,7.0,
7/09/2024,Amazon.co.uk,B0063G4M3G,GV-H414.99-BZ,"HEMLINE Safety PINS 50PK H414.99,Black,23mm, 19mm",7.96,2.0,,,,,,,,-1.46,,,,,,,-3.64,,-0.14,,,,,,,2.72,-2.1,,0.62,0.62,7.79,13.0,15.38
7/09/2024,Amazon.co.uk,B006ZXZYMA,FBA15H0VJ5LV_unexpected_item_01,"Laser 2561 Grinding Paste 110gm, red",12.9,2.0,,,,,,,,-2.38,,,,,,,-6.22,,-0.6,,,,,,,3.7,-3.12,,0.58,0.58,4.5,24.0,8.33
7/09/2024,Amazon.co.uk,B003LY660A,CW-000179-BZ,Anker Pack 10 Colour Glitter Sparkly Glue Pens Cards Scrapbook,7.98,2.0,2.0,-0.29,1.46,,-7.98,,,-1.46,,,,,,,-4.06,,-0.1,,,,,,,-4.45,-1.4,,-5.85,-5.85,-73.31,12.0,16.67
7/09/2024,Amazon.co.uk,B017NILC9E,EAP-22798-BZ,Technic Pink Back Combing Brush,6.3,2.0,,,,,,,,-0.62,,,,,,,-3.64,,-0.43,,,,,,,1.61,-1.62,,-0.01,-0.01,-0.16,124.0,1.61
7/09/2024,Amazon.co.uk,B005SFSTKA,DT-248-BZ,"DENTTABS Teeth Cleaning Tablets with Fluorid Pack of 125 The Full-fledged Alternative to Toothpaste, Mint Vegan Plastic-Free Without preservatives. in The Original denttabs compostable Bag",13.44,2.0,,,,,,,,-1.32,,,,,,,-3.64,,-0.48,,,,,,,8.0,-5.52,,2.48,2.48,18.45,35.0,5.71
7/09/2024,Amazon.co.uk,B07G56VMZ5,EFG-140643-BZ,"3 x Air Wick Freshmatic Max Mediterranean Sun Refill Pack of 3, (3 x 250 ml)",35.98,2.0,,,,,,,,-6.6,,,,,,,-7.56,,-0.29,,,,,,,21.53,-15.08,,6.45,6.45,17.93,6.0,33.33
7/09/2024,Amazon.co.uk,B07B67RS2W,EFG-073557-BZ,"Air Wick Fresh N Up Air Citrus Fregrance, 375ml",13.5,2.0,,,,,,,,-2.48,,,,,,,-6.22,,-0.36,,,,,,,4.44,-2.9,,1.54,1.54,11.41,19.0,10.53
7/09/2024,Amazon.co.uk,B0051AU9YG,GV-H699.1-BZ,Hemline Iron-On Invisible Mending Repair 40x50cm,5.4,1.0,,,,,,,,-1.0,,,,,,,-1.82,,-0.12,,,,,,,2.46,-2.08,,0.38,0.38,7.04,47.0,2.13
7/09/2024,Amazon.co.uk,B00Y8E8TAM,GD-TB5064-BZ,Titebond Wood Glue Original 16oz,13.99,1.0,,,,,,,,-2.57,,,,,,,-3.54,,-0.45,,,,,,,7.43,-6.66,,0.77,0.77,5.5,11.0,9.09
7/09/2024,Amazon.co.uk,B07ZJL2BYN,LM-LEMPVC19-BZ,Le Mark PINK PVC Electrical Tape 33m x 19mm,4.89,1.0,,,,,,,,-0.9,,,,,,,-2.03,,-0.2,,,,,,,1.76,-0.98,,0.78,0.78,15.95,18.0,5.56
